lat,lon,color
35.63736,-108.8676,orange
35.64151,-83.47566,red
35.64389,-97.45694,blue
35.64861,-91.45889,orange
35.656,-111.938,red
35.6644,-81.78065,blue
35.665,-120.55,red
35.6753,-86.7074,red
35.68081,-97.26022,red
35.68449,-83.53575,green
35.68583,-97.00389,red
35.69958,-91.51528,blue
35.7,-117.9667,orange
35.70166,-95.70208,orange
35.703,-91.46231,orange
35.738,-90.1355,red
35.74111,-97.479,red
35.74875,-82.26195,green
35.75,-80.375,orange
35.75278,-82.22121,red
35.75472,-118.4244,red
35.7575,-95.60667,green
35.76152,-99.93007,orange
35.7695,-82.87408,blue
35.77,-92.44583,green
35.78043,-81.77603,red
35.78439,-87.44963,red
35.7909,-82.4614,orange
35.8019,-92.943,orange
35.80762,-88.30945,blue
35.83845,-81.80479,orange
35.84103,-81.20877,orange
35.84503,-118.6331,orange
35.85107,-82.05008,orange
35.8525,-80.6585,red
35.8606,-89.0912,green
35.86972,-96.968,orange
35.87885,-80.2068,orange
35.8823,-84.88694,green
35.88561,-81.92929,orange
35.892,-82.829,red
35.89305,-83.26097,orange
35.8934,-81.98335,orange
35.91965,-80.6282,red
35.92806,-94.83,red
35.93985,-100.6767,red
35.94,-87.25375,orange
35.94585,-81.7418,orange
35.94647,-81.03185,red
35.94778,-86.36485,green
35.95815,-80.2084,green
35.95835,-118.375,red
35.95865,-81.95195,green
35.97,-109.155,orange
35.97231,-84.88466,red
35.97389,-97.03333,blue
35.98475,-106.8803,green
35.988,-86.5101,red
35.9975,-93.83426,red
35.9978,-86.2011,orange
35.998,-76.946,orange
36.0,-100.5,red
36.0055,-81.08335,blue
36.00565,-89.67815,red
36.0089,-77.90525,orange
36.0165,-88.76775,green
36.02306,-97.1225,blue
36.02328,-89.17284,green
36.03501,-96.36707,red
36.042,-93.1545,red
36.0438,-118.7402,green
36.05278,-118.1303,green
36.05361,-118.5347,orange
36.0605,-108.84,red
36.06055,-89.98725,orange
36.07081,-118.2084,red
36.08089,-108.892,green
36.09081,-109.4276,red
36.0917,-86.9803,orange
36.0925,-82.3045,red
36.095,-106.9571,red
36.09583,-89.48666,orange
36.09945,-80.7704,orange
36.10222,-118.8489,orange
36.105,-84.38335,red
36.10556,-118.5272,red
36.1124,-87.4769,red
36.12083,-90.51056,blue
36.12292,-88.65445,orange
36.12318,-87.38542,red
36.126,-108.87,green
36.13222,-95.79677,red
36.13361,-93.94389,orange
36.134,-80.66,blue
36.14065,-92.52505,blue
36.14505,-108.8548,red
36.154,-91.09,orange
36.15588,-82.38587,orange
36.16488,-89.03873,red
36.1655,-93.5515,red
36.18333,-94.44694,orange
36.1874,-87.0886,orange
36.18889,-95.74556,orange
36.1894,-118.1729,orange
36.19408,-83.73153,green
36.19444,-92.38222,orange
36.19625,-105.5596,orange
36.19746,-84.66167,blue
36.19791,-91.1125,orange
36.1999,-118.1666,green
36.2058,-78.968,green
36.20611,-94.23417,orange
36.21335,-78.09365,orange
36.22306,-118.6744,red
36.225,-109.11,red
36.22935,-95.2419,red
36.2485,-121.495,green
36.25466,-86.15759,red
36.25639,-94.07806,orange
36.2635,-83.918,red
36.26451,-89.25397,red
36.28,-109.14,red
36.29871,-92.63179,blue
36.30155,-86.60155,green
36.3025,-93.448,green
36.3065,-84.34,red
36.31126,-81.30889,red
36.31519,-93.75723,red
36.31625,-79.03025,orange
36.33205,-91.52025,blue
36.33528,-92.385,green
36.34167,-93.94583,green
36.3431,-112.0934,orange
36.34389,-93.76,red
36.3461,-81.38915,blue
36.36,-92.55472,red
36.36264,-82.98764,green
36.37111,-91.87,green
36.37139,-92.25139,red
36.3715,-76.29115,orange
36.37399,-92.27071,blue
36.3779,-121.7146,red
36.37919,-95.80589,orange
36.38287,-80.46865,blue
36.38605,-92.30614,blue
36.38632,-83.21461,orange
36.3881,-93.1073,orange
36.39135,-109.0612,orange
36.39135,-109.0612,orange
36.39403,-84.85902,red
36.39835,-93.14626,orange
36.4,-112.0,orange
36.40406,-84.23711,red
36.4075,-94.92667,green
36.41,-93.74,red
36.4168,-94.78227,orange
36.4178,-107.1612,orange
36.42315,-81.56219,red
36.42846,-82.31094,orange
36.4504,-92.2428,orange
36.4525,-118.6092,red
36.4583,-83.92841,red
36.469,-91.154,green
36.48615,-80.375,blue
36.50787,-94.2319,orange
36.51627,-94.60989,red
36.54165,-109.29,orange
36.5587,-79.36079,orange
36.56304,-118.7729,red
36.57869,-90.21339,blue
36.5802,-86.5104,red
36.5884,-76.28729,red
36.589,-79.1345,green
36.589,-93.3945,orange
36.599,-105.4113,green
36.6,-91.2,red
36.615,-92.425,blue
36.62116,-96.12164,red
36.62492,-81.48593,orange
36.63621,-93.31413,red
36.63931,-78.55758,green
36.65,-112.24,orange
36.65339,-105.9678,blue
36.66257,-84.33998,blue
36.66708,-90.9525,green
36.66887,-93.29459,red
36.67065,-93.65774,red
36.67311,-83.85683,orange
36.6765,-76.364,blue
36.68937,-86.45915,red
36.70835,-118.375,red
36.71418,-93.25712,green
36.72065,-107.3956,blue
36.72415,-93.11722,blue
36.7279,-93.6383,red
36.73,-93.51,red
36.73225,-81.62195,orange
36.74,-112.19,blue
36.74465,-80.98215,blue
36.745,-80.48,orange
36.7474,-107.6021,blue
36.75139,-87.89472,red
36.7548,-92.1527,orange
36.7586,-76.0418,green
36.76377,-81.9107,orange
36.772,-86.1425,green
36.77763,-118.9604,red
36.7818,-120.201,red
36.79165,-118.125,blue
36.7999,-83.66641,orange
36.8066,-86.5549,green
36.8109,-92.3046,orange
36.81315,-108.7608,green
36.8133,-93.8232,orange
36.8207,-88.41175,green
36.8216,-87.93167,red
36.82806,-88.15556,orange
36.83193,-83.42429,blue
36.86345,-79.65835,red
36.87593,-89.86899,blue
36.8778,-82.4179,orange
36.879,-95.1695,orange
36.8817,-84.0821,orange
36.88494,-82.89404,orange
36.89478,-87.02245,orange
36.89771,-83.16293,orange
36.90237,-106.5784,red
36.91355,-77.95074,blue
36.91475,-106.9958,red
36.91528,-95.80417,blue
36.91533,-86.73543,red
36.9265,-83.0452,blue
36.92799,-88.12511,red
36.932,-80.89,red
36.9372,-88.9949,blue
36.94109,-92.7622,red
36.94165,-80.04166,orange
36.94679,-94.71512,blue
36.97061,-92.09264,red
36.9846,-80.3755,red
36.9897,-89.25555,red
36.9934,-104.4801,blue
37.0,-121.7,green
37.00085,-80.8797,orange
37.0048,-81.11751,green
37.00633,-83.56467,orange
37.01115,-79.908,red
37.02496,-92.11988,orange
37.025,-106.8583,blue
37.02759,-80.38748,red
37.03575,-94.52888,orange
37.047,-77.90815,green
37.047,-77.90815,green
37.047,-77.90815,green
37.0504,-95.0802,blue
37.0505,-90.277,green
37.055,-121.845,green
37.05571,-90.89388,orange
37.05575,-86.98705,red
37.0581,-97.3374,green
37.06226,-83.9769,green
37.06266,-79.82829,blue
37.07354,-93.13545,red
37.0787,-83.95846,red
37.07944,-118.9689,red
37.09263,-104.3786,green
37.0968,-93.4303,red
37.1137,-106.3681,green
37.1142,-89.1979,red
37.11433,-93.71506,red
37.117,-93.894,red
37.12815,-79.8871,orange
37.1303,-118.9386,red
37.1496,-86.0163,red
37.15814,-80.36054,red
37.15889,-118.3743,green
37.1694,-76.77447,red
37.17004,-118.5391,orange
37.17433,-82.39963,red
37.18124,-94.47345,blue
37.182,-113.7382,blue
37.18404,-89.36896,red
37.18404,-89.36896,orange
37.18847,-90.52135,red
37.192,-95.7455,orange
37.19201,-93.73122,orange
37.19583,-107.1771,blue
37.19822,-82.81679,red
37.22604,-82.74595,green
37.22647,-81.09017,green
37.22716,-118.6271,red
37.2276,-88.7584,green
37.228,-88.7476,orange
37.2306,-91.30804,red
37.23167,-119.235,orange
37.23389,-119.2119,blue
37.23389,-119.2119,orange
37.236,-89.55949,red
37.2362,-106.541,orange
37.23667,-119.2386,orange
37.2402,-87.40585,red
37.2423,-80.13276,green
37.248,-77.354,orange
37.26505,-106.4745,red
37.26532,-82.69576,orange
37.27,-91.985,orange
37.2725,-118.9656,red
37.2731,-83.49205,red
37.274,-94.93115,red
37.2804,-118.9614,red
37.28205,-83.21735,blue
37.286,-89.6075,blue
37.28675,-118.8741,orange
37.2875,-81.68124,orange
37.289,-88.9963,orange
37.29395,-87.52757,orange
37.29734,-79.85085,orange
37.29854,-80.82856,green
37.303,-78.193,red
37.30427,-90.83465,red
37.30833,-106.4917,red
37.30984,-84.20422,orange
37.3141,-87.64487,red
37.31413,-82.13403,blue
37.3181,-84.92358,orange
37.3199,-106.3325,orange
37.32091,-81.1271,red
37.32255,-106.5123,red
37.32355,-84.26856,orange
37.3317,-93.614,orange
37.33226,-76.70926,orange
37.33694,-119.0139,red
37.33815,-107.501,orange
37.33925,-108.3364,orange
37.34029,-87.89844,orange
37.34339,-88.71672,orange
37.3444,-97.1953,orange
37.34592,-81.8074,orange
37.3557,-80.5378,red
37.35861,-118.9975,orange
37.35944,-119.6436,orange
37.37285,-106.496,green
37.37814,-83.25562,red
37.3817,-86.1358,red
37.38334,-107.4667,green
37.38661,-79.55045,orange
37.3901,-97.56253,green
37.39315,-91.3012,orange
37.39555,-121.4871,orange
37.40025,-90.23058,orange
37.40504,-97.4572,green
37.41095,-80.6275,green
37.41098,-85.26247,red
37.4125,-108.1292,orange
37.422,-91.578,red
37.4253,-94.7844,red
37.42701,-82.48093,green
37.4351,-89.30203,orange
37.44208,-95.35479,orange
37.44378,-77.6257,green
37.445,-80.17,red
37.44508,-88.36589,red
37.4504,-92.5415,orange
37.4583,-120.0833,green
37.46041,-92.63587,green
37.4625,-108.2083,red
37.46292,-81.60155,red
37.46392,-92.52242,orange
37.475,-121.07,red
37.47975,-82.5183,green
37.48743,-93.86594,blue
37.49582,-83.89224,blue
37.49993,-82.353,blue
37.5,-88.3461,red
37.50965,-80.64685,red
37.50983,-92.22327,orange
37.515,-81.8,red
37.51867,-86.05289,orange
37.52127,-88.65912,orange
37.52947,-97.60829,red
37.5313,-80.01335,orange
37.53434,-79.49707,orange
37.53705,-84.2552,red
37.53918,-83.46014,blue
37.54,-79.57,orange
37.54661,-93.41,red
37.55156,-84.50035,orange
37.55379,-86.35931,green
37.5562,-90.2488,green
37.56055,-105.2869,orange
37.56215,-97.85428,green
37.56279,-98.42924,red
37.5656,-92.1426,green
37.56937,-89.36241,orange
37.56937,-89.36241,orange
37.5703,-118.972,red
37.57039,-84.28714,red
37.57915,-105.4979,red
37.58135,-81.29745,blue
37.58325,-118.9166,green
37.585,-79.052,orange
37.59461,-86.13757,orange
37.5965,-90.4935,green
37.5969,-105.4826,green
37.5999,-119.0,red
37.60075,-88.38197,green
37.603,-81.2625,orange
37.6095,-87.344,red
37.61095,-88.9319,red
37.61335,-89.15173,blue
37.61404,-88.50061,red
37.62124,-121.7587,green
37.63,-88.55,orange
37.63169,-91.41383,green
37.63264,-89.17177,green
37.641,-98.12825,orange
37.64103,-97.40294,orange
37.64224,-79.79759,blue
37.64966,-87.01657,green
37.65028,-118.9592,green
37.6541,-80.7582,orange
37.65522,-86.93743,orange
37.65805,-83.79678,orange
37.664,-93.684,green
37.66643,-90.86792,orange
37.6665,-81.1447,blue
37.68393,-89.48825,orange
37.68485,-89.49155,green
37.689,-85.359,red
37.69639,-119.4275,red
37.7,-81.095,orange
37.70338,-107.7015,red
37.70835,-107.9584,green
37.714,-92.173,green
37.718,-90.177,green
37.71917,-89.48784,green
37.71917,-89.48784,blue
37.72693,-76.6658,red
37.72735,-88.9487,blue
37.745,-89.3595,orange
37.75415,-82.0029,red
37.75417,-107.7667,red
37.75705,-109.3125,red
37.75745,-84.10435,orange
37.75926,-79.5912,blue
37.75972,-87.96917,orange
37.7664,-93.5395,green
37.76666,-118.5333,red
37.7684,-94.97862,red
37.7715,-97.424,orange
37.7755,-85.67188,orange
37.77591,-82.74628,orange
37.7764,-83.67952,red
37.78048,-89.45728,green
37.78861,-119.0736,green
37.7925,-92.05,red
37.7929,-80.9075,green
37.79337,-119.118,red
37.79465,-90.79886,red
37.80531,-81.14714,red
37.8058,-111.3481,green
37.81005,-94.72448,red
37.81144,-83.08006,orange
37.81269,-119.8609,blue
37.82708,-83.81139,green
37.82861,-92.20055,blue
37.83074,-119.4626,orange
37.8322,-95.32129,green
37.83438,-83.69043,orange
37.83777,-82.43635,red
37.83837,-87.13843,orange
37.83905,-107.7247,green
37.84203,-94.6028,orange
37.84239,-94.60359,orange
37.846,-89.0111,red
37.85126,-89.23383,orange
37.85524,-94.11218,orange
37.8583,-118.325,red
37.8597,-91.432,red
37.8602,-90.0329,green
37.87153,-93.82087,orange
37.88755,-88.98393,orange
37.89225,-107.1971,green
37.89508,-84.1989,red
37.89917,-119.9997,red
37.90613,-119.2481,red
37.91,-88.929,red
37.91111,-119.2569,red
37.91544,-94.32079,orange
37.92017,-88.98228,red
37.9208,-80.71875,green
37.92735,-75.6561,red
37.9308,-88.362,green
37.93125,-91.33569,red
37.9333,-119.0,green
37.94235,-82.88309,orange
37.95708,-84.97527,orange
37.96027,-86.11702,red
37.97699,-84.90234,orange
37.97761,-119.1291,red
37.9808,-78.9279,red
37.99225,-91.42575,red
37.9937,-80.3616,blue
37.9939,-93.8794,red
38.0,-81.0,orange
38.0,-112.5,orange
38.01,-87.3203,red
38.01223,-91.64719,blue
38.015,-120.245,orange
38.02372,-107.193,red
38.02516,-77.97089,blue
38.02653,-82.83278,red
38.02825,-82.83425,orange
38.02847,-85.57882,red
38.0311,-83.1815,orange
38.0312,-120.2434,blue
38.03305,-120.2636,green
38.03338,-82.44214,blue
38.03898,-120.2339,green
38.039,-90.7517,orange
38.03917,-120.0459,orange
38.04165,-119.2167,orange
38.04414,-92.97639,red
38.04679,-119.2654,orange
38.04806,-119.2642,red
38.04813,-89.30435,blue
38.05,-120.2667,green
38.05141,-120.0508,orange
38.05344,-82.5446,orange
38.05408,-79.77946,red
38.05703,-83.46259,green
38.06181,-82.69125,red
38.0654,-105.1137,red
38.06615,-120.1877,red
38.0695,-81.08506,blue
38.0735,-77.2265,orange
38.07584,-120.1039,green
38.09052,-90.06338,red
38.0944,-93.5577,red
38.09832,-120.0397,orange
38.0985,-89.4205,orange
38.10263,-81.8075,green
38.1038,-88.99181,green
38.1078,-82.73412,red
38.10785,-80.19044,green
38.10833,-80.17528,green
38.11203,-91.1569,red
38.11468,-91.06547,blue
38.11509,-82.70393,green
38.12318,-86.64338,red
38.12764,-82.59822,orange
38.12852,-80.6754,orange
38.12912,-84.94009,orange
38.14167,-119.7111,red
38.14415,-85.89175,red
38.1579,-87.41805,red
38.16205,-82.643,red
38.1625,-120.0522,blue
38.1625,-120.0522,blue
38.16391,-82.28279,blue
38.16811,-92.79309,red
38.176,-95.3465,green
38.17625,-119.864,red
38.17677,-119.9065,red
38.1814,-97.56185,green
38.18389,-120.1547,orange
38.1875,-92.337,red
38.1882,-80.1177,orange
38.18881,-88.83003,orange
38.18933,-80.2522,orange
38.195,-82.868,orange
38.19744,-97.41755,green
38.19753,-119.9811,orange
38.19753,-119.9811,blue
38.19753,-119.9811,red
38.19833,-120.0083,blue
38.20065,-80.17294,orange
38.203,-90.5545,green
38.20444,-120.3689,blue
38.2081,-91.16042,orange
38.20835,-120.0416,green
38.2128,-81.70641,red
38.21285,-90.66216,orange
38.21719,-90.50072,blue
38.21877,-120.0124,red
38.225,-112.35,red
38.22635,-90.39488,green
38.23243,-119.984,blue
38.23475,-120.1862,red
38.2383,-81.5722,red
38.2395,-119.8792,orange
38.24361,-85.03827,orange
38.24805,-119.9924,red
38.25,-121.0,orange
38.25472,-120.3536,red
38.25583,-122.5833,orange
38.25861,-85.03827,red
38.2592,-83.41507,blue
38.2639,-81.4625,orange
38.26661,-119.8633,red
38.27194,-120.2867,red
38.27372,-89.21439,orange
38.27832,-80.51534,blue
38.28,-91.6253,green
38.28085,-119.836,blue
38.2845,-80.6385,orange
38.29116,-119.7275,red
38.29165,-119.54,red
38.30056,-120.7053,orange
38.305,-92.411,green
38.3068,-119.5483,red
38.3085,-92.8254,red
38.312,-80.429,red
38.31722,-119.7489,red
38.31738,-82.51773,orange
38.31944,-120.2603,orange
38.32304,-88.96978,red
38.32417,-119.7519,red
38.3248,-82.4438,orange
38.32548,-80.60419,red
38.33109,-80.51374,red
38.33115,-119.7853,red
38.3331,-79.35755,red
38.33527,-83.41575,red
38.33885,-82.89059,blue
38.33912,-89.35323,green
38.354,-87.8572,red
38.35727,-82.59348,red
38.35806,-82.43855,red
38.36885,-78.5367,blue
38.36911,-78.53718,red
38.375,-120.125,red
38.37558,-97.58336,green
38.3778,-88.07554,green
38.37945,-87.79079,orange
38.38096,-82.52633,red
38.39027,-85.95914,orange
38.3905,-94.352,orange
38.3908,-95.6491,orange
38.3958,-119.801,orange
38.397,-94.332,blue
38.39917,-120.5264,red
38.4,-105.1167,orange
38.4063,-90.7357,orange
38.40685,-90.7,orange
38.4125,-92.1855,green
38.415,-122.585,red
38.4191,-86.23506,red
38.42968,-82.64877,red
38.43189,-89.87113,red
38.43235,-86.19055,red
38.4326,-89.79143,green
38.4335,-89.7915,blue
38.437,-92.408,red
38.441,-91.6284,orange
38.44148,-85.0016,orange
38.44367,-79.1347,red
38.44714,-79.65548,blue
38.45795,-83.9311,orange
38.45799,-120.0491,orange
38.45861,-120.0397,red
38.45927,-90.55145,blue
38.46118,-82.07358,red
38.46156,-94.14297,red
38.46253,-93.91737,orange
38.46472,-120.0389,orange
38.4763,-89.54485,red
38.4775,-120.0047,orange
38.48342,-77.34673,orange
38.485,-92.225,green
38.48959,-107.7,red
38.4906,-121.7138,orange
38.4975,-88.9094,orange
38.49833,-107.8833,red
38.51465,-83.83695,orange
38.51591,-79.02109,red
38.51639,-123.24,red
38.51665,-119.6234,orange
38.51689,-90.16501,orange
38.52019,-77.36115,red
38.52026,-79.33413,red
38.521,-94.188,red
38.5229,-94.19245,blue
38.524,-94.1927,green
38.528,-84.588,orange
38.53062,-89.89167,blue
38.53082,-82.70584,blue
38.53187,-82.7989,blue
38.54166,-104.9908,green
38.54602,-79.16096,orange
38.5464,-82.25949,orange
38.54852,-82.66616,red
38.55,-79.98,red
38.56277,-83.32354,orange
38.56546,-79.14478,red
38.567,-89.341,orange
38.56724,-92.07335,red
38.5735,-94.477,red
38.57502,-79.18524,blue
38.57716,-79.11095,red
38.58125,-79.14795,green
38.5859,-104.9426,green
38.586,-94.286,orange
38.5992,-94.1057,green
38.59998,-106.6417,orange
38.60124,-106.3466,orange
38.60551,-82.71107,blue
38.6167,-119.9501,orange
38.61792,-77.52767,blue
38.62,-91.96238,orange
38.6234,-94.6837,orange
38.62563,-96.44296,red
38.63295,-75.80465,green
38.63454,-83.80266,blue
38.63472,-86.79333,red
38.63813,-85.00044,blue
38.64301,-83.69977,blue
38.6492,-79.26241,blue
38.655,-90.675,red
38.66736,-89.87602,orange
38.6685,-80.03149,blue
38.6691,-104.8604,blue
38.676,-75.18375,blue
38.68516,-83.12916,red
38.68707,-89.09732,orange
38.68775,-105.047,red
38.6899,-86.25349,red
38.69322,-83.12891,red
38.6934,-79.5653,blue
38.69428,-90.52987,orange
38.7016,-79.52835,orange
38.70819,-77.17868,red
38.7084,-79.7802,orange
38.71,-75.36536,orange
38.71145,-105.0354,blue
38.712,-79.7773,green
38.71225,-105.1744,orange
38.71342,-86.04386,red
38.716,-104.875,red
38.71682,-87.68468,blue
38.71806,-120.5619,red
38.71954,-106.2384,green
38.7201,-79.7927,red
38.72139,-120.5836,orange
38.72226,-89.80125,blue
38.73048,-78.33453,red
38.7365,-81.0321,red
38.73687,-83.39134,blue
38.73725,-85.84489,orange
38.73802,-90.53249,orange
38.73854,-84.63702,orange
38.741,-77.23238,red
38.7437,-94.2633,green
38.74625,-89.8774,red
38.74784,-90.14547,red
38.74784,-90.14547,orange
38.74899,-82.97854,orange
38.75,-122.7,red
38.753,-105.1598,orange
38.76139,-120.5856,red
38.76417,-87.60555,red
38.76635,-95.70296,red
38.77386,-120.4036,red
38.77727,-83.18179,orange
38.7774,-90.012,orange
38.77741,-105.9111,orange
38.77778,-119.8208,red
38.77778,-119.8208,red
38.788,-79.495,orange
38.79215,-82.93085,red
38.79381,-82.55177,red
38.79833,-82.54968,red
38.79998,-120.2083,red
38.80319,-77.34879,red
38.80435,-120.0825,red
38.809,-89.918,red
38.81124,-92.59781,orange
38.81639,-76.54514,orange
38.81772,-83.80582,red
38.8204,-111.6631,orange
38.826,-105.1146,red
38.82795,-83.56633,green
38.8317,-81.5784,red
38.835,-79.3686,red
38.835,-79.3762,blue
38.83628,-83.12873,orange
38.83714,-106.199,orange
38.83859,-83.28128,green
38.83996,-123.0585,red
38.8409,-79.4016,red
38.8448,-82.0849,blue
38.8554,-79.3999,orange
38.85556,-120.0133,red
38.86,-120.1358,green
38.8609,-79.55928,blue
38.86165,-120.2201,red
38.875,-107.7084,orange
38.87531,-87.90503,red
38.8762,-79.95695,red
38.87813,-79.3434,blue
38.88059,-82.43382,blue
38.88665,-75.3793,red
38.8922,-105.1058,orange
38.8926,-79.47325,red
38.893,-87.869,green
38.89625,-78.1268,orange
38.89665,-83.40573,blue
38.8993,-104.9743,orange
38.9,-105.3812,green
38.9006,-104.9917,red
38.90123,-89.80123,blue
38.90203,-79.33517,red
38.90222,-121.0803,green
38.90323,-78.48832,green
38.90333,-120.6033,blue
38.9037,-120.6049,red
38.90649,-84.67017,red
38.90833,-107.575,red
38.9099,-92.36771,blue
38.91,-105.275,orange
38.91185,-120.5764,orange
38.9142,-95.2577,orange
38.92241,-90.16171,red
38.9241,-89.53419,blue
38.9264,-82.14285,blue
38.92993,-90.53175,green
38.93,-120.205,red
38.93027,-79.68047,red
38.93333,-105.4917,orange
38.93333,-119.9833,blue
38.93333,-119.9833,green
38.93333,-119.9833,red
38.93704,-92.32704,green
38.94564,-87.97622,green
38.946,-89.582,orange
38.9506,-83.02551,blue
38.95242,-79.42547,orange
38.95285,-121.0479,orange
38.9575,-120.0914,red
38.9575,-120.0914,orange
38.9575,-120.0914,red
38.9593,-78.02081,orange
38.96,-120.0969,green
38.965,-82.905,blue
38.96846,-89.72024,red
38.9695,-79.7625,red
38.9706,-79.4123,red
38.9766,-78.6205,blue
38.98,-80.27,orange
38.98,-89.136,blue
38.98773,-78.20517,green
38.99353,-94.22043,green
38.99484,-84.10731,green
38.9951,-90.1451,green
38.9969,-108.1098,orange
38.99778,-120.2392,red
39.0,-89.0,orange
39.00056,-119.8458,orange
39.00175,-84.14354,orange
39.00875,-94.30658,green
39.01142,-76.53862,red
39.01166,-86.57665,orange
39.01569,-84.08533,blue
39.01577,-106.7522,red
39.01917,-120.8275,red
39.01972,-81.85806,green
39.02028,-120.8169,orange
39.02341,-90.40184,green
39.02502,-86.49139,orange
39.02775,-90.4049,orange
39.03445,-94.10855,blue
39.03496,-79.95418,green
39.03501,-84.1317,red
39.04035,-94.16049,orange
39.0417,-79.43762,red
39.0465,-105.2146,orange
39.04744,-86.38894,orange
39.05,-79.98335,red
39.05922,-83.07492,blue
39.06,-89.558,orange
39.06,-89.98351,red
39.0621,-105.0138,orange
39.06381,-95.74633,green
39.06392,-77.2948,blue
39.06565,-85.01295,red
39.06583,-123.4439,orange
39.06881,-79.32608,red
39.072,-95.747,red
39.08,-121.42,orange
39.08002,-84.79574,orange
39.0833,-120.1666,red
39.08414,-76.82731,red
39.08817,-92.31901,red
39.0895,-82.8342,red
39.09109,-87.80624,blue
39.0917,-106.4417,green
39.10023,-79.4593,blue
39.1006,-106.5445,orange
39.10495,-82.79665,orange
39.10611,-83.0363,green
39.1062,-99.26195,orange
39.1084,-107.0153,red
39.11167,-120.4683,orange
39.11378,-76.811,green
39.115,-89.952,green
39.11636,-105.2155,red
39.1175,-93.4025,red
39.11929,-83.40022,red
39.13595,-84.17227,green
39.1405,-91.419,red
39.14299,-82.41166,orange
39.1441,-95.488,green
39.14519,-96.35309,red
39.14588,-77.67422,green
39.1463,-96.8223,orange
39.1489,-96.9614,red
39.15735,-106.4213,red
39.1611,-80.23375,green
39.16305,-107.9514,red
39.17029,-82.47604,green
39.17257,-83.26393,blue
39.17295,-84.971,red
39.17909,-86.3356,red
39.18975,-106.4269,orange
39.20212,-83.13585,blue
39.2026,-106.1143,red
39.2038,-89.9758,blue
39.205,-121.58,red
39.2065,-86.22125,green
39.20834,-106.0417,orange
39.20894,-94.2908,orange
39.21278,-120.8908,green
39.21338,-105.0652,orange
39.2152,-86.05825,red
39.21564,-77.4608,red
39.21667,-120.8983,blue
39.21833,-81.16211,orange
39.22348,-74.69759,orange
39.22361,-123.7675,red
39.225,-106.3625,red
39.2305,-95.44415,orange
39.2372,-88.61966,orange
39.24523,-82.27037,red
39.2475,-94.271,green
39.24841,-86.33011,green
39.24998,-106.2583,green
39.25,-106.3,orange
39.25,-123.15,blue
39.25109,-82.3997,orange
39.25396,-121.0517,orange
39.26167,-121.015,red
39.26188,-79.01405,orange
39.26361,-121.0161,blue
39.26776,-89.48787,orange
39.26903,-84.25986,orange
39.26944,-106.3833,red
39.28537,-81.85331,green
39.29007,-91.09014,green
39.29056,-119.6564,red
39.29325,-106.1215,red
39.2949,-90.608,green
39.30023,-105.6723,green
39.30056,-120.6672,red
39.3045,-106.171,red
39.3047,-90.0775,orange
39.30525,-90.0933,red
39.30595,-98.2833,red
39.30745,-94.59565,green
39.31667,-105.3542,red
39.31917,-120.3275,red
39.32117,-86.46065,blue
39.3225,-120.2653,orange
39.32385,-106.2275,orange
39.33292,-95.84024,orange
39.335,-78.94501,orange
39.3375,-107.0671,green
39.34657,-90.1173,blue
39.355,-80.915,red
39.35503,-105.2527,blue
39.3579,-85.61,green
39.365,-85.8486,red
39.3716,-94.9,blue
39.37215,-84.80138,red
39.3731,-81.65929,red
39.3735,-91.093,red
39.37357,-107.0596,blue
39.374,-120.914,red
39.37509,-84.79429,red
39.37753,-90.04582,orange
39.38,-86.11,green
39.3804,-86.4324,red
39.38745,-81.67339,red
39.3875,-94.43649,red
39.39565,-105.7854,blue
39.3985,-94.4955,blue
39.39935,-82.52238,orange
39.40305,-105.8226,red
39.4045,-94.91451,orange
39.40458,-87.7313,blue
39.40589,-105.475,green
39.40877,-81.73172,red
39.41087,-106.1444,red
39.41546,-120.4187,red
39.4191,-105.7065,red
39.42606,-84.10463,green
39.42635,-81.37085,orange
39.42923,-104.9677,orange
39.4383,-89.86021,orange
39.445,-91.07,green
39.4455,-105.0787,orange
39.44583,-123.8042,red
39.4484,-82.2244,red
39.45697,-85.5481,green
39.45789,-82.24257,orange
39.45824,-106.625,orange
39.46019,-81.54855,red
39.4627,-106.6035,red
39.47642,-82.24155,orange
39.48,-111.23,red
39.48219,-82.32669,green
39.4862,-86.161,red
39.49265,-83.11422,red
39.49695,-84.45905,orange
39.502,-94.29428,blue
39.50435,-120.3784,orange
39.50655,-88.70795,blue
39.5075,-89.3469,green
39.5075,-89.3469,orange
39.51,-80.985,orange
39.51256,-78.05424,orange
39.51489,-123.3899,red
39.52122,-80.37878,blue
39.5226,-78.49429,orange
39.5246,-82.6353,green
39.52701,-105.4147,orange
39.53722,-121.4822,red
39.53747,-90.17564,red
39.5392,-77.9407,green
39.54114,-80.11329,green
39.54739,-81.39101,blue
39.55249,-121.5027,red
39.5575,-120.8294,red
39.56573,-82.49833,red
39.57143,-82.49968,red
39.57463,-90.24173,red
39.58157,-82.36887,red
39.58375,-111.1339,red
39.592,-119.975,orange
39.59607,-82.35291,orange
39.59947,-82.63536,orange
39.60238,-94.40015,red
39.607,-90.64,orange
39.60835,-74.43445,red
39.61205,-84.36754,orange
39.61958,-81.14833,red
39.62,-89.6845,red
39.6279,-82.83647,blue
39.632,-75.5167,green
39.63255,-82.26463,orange
39.63382,-81.40079,blue
39.63662,-84.36874,blue
39.6395,-89.66525,red
